@	-0.9749137	2.554579896496889	1.504711573764414	@	%	-0.72766435	2.201502029393365	1.76365751861577	%	#	-0.9749137	2.554579896496889	1.504711573764414	#	2015_02_25_09_48_48_242
@	-0.97093433	2.5556903260500126	1.5020161733601796	@	2015_02_25_09_48_48_275
@	-0.9577904	2.5495396735829132	1.494991175932893	@	2015_02_25_09_48_48_290
@	-0.94252807	2.5462885834796616	1.4873341891717091	@	2015_02_25_09_48_48_327
@	-0.92267996	2.542604996798103	1.481815998458254	@	2015_02_25_09_48_48_356
@	-0.9115061	2.543440494345574	1.480784676256434	@	2015_02_25_09_48_48_408
@	-0.88911545	2.543151812961655	1.4773555150805813	@	2015_02_25_09_48_48_423
@	-0.8731887	2.5426867882933513	1.4761212414328562	@	2015_02_25_09_48_48_456
@	-0.8575488	2.5441769853655227	1.478497844390565	@	2015_02_25_09_48_48_490
@	-0.8411075	2.5440061828076117	1.4846858830989296	@	2015_02_25_09_48_48_541
@	-0.8304201	2.5432690076832487	1.4872542978684018	@	2015_02_25_09_48_48_557
@	-0.8203083	2.54333984217009	1.490511958938264	@	2015_02_25_09_48_48_590
@	-0.811074	2.543166299437166	1.4932949357689738	@	2015_02_25_09_48_48_624
@	-0.8033509	2.5435585597172587	1.4957879690340623	@	2015_02_25_09_48_48_656
@	-0.796246	2.543105587023122	1.4986955207547483	@	2015_02_25_09_48_48_690
@	-0.790075	2.540500006442851	1.501561498702991	@	2015_02_25_09_48_48_723
@	-0.78506935	2.5380229626399506	1.5050549044221886	@	2015_02_25_09_48_48_792
@	-0.77810556	2.5352932499800267	1.5078887054392418	@	2015_02_25_09_48_48_824
@	-0.7609014	2.5270992227298006	1.5222992369552362	@	2015_02_25_09_48_48_859
@	-0.7545483	2.5217375005890554	1.5296382121190741	@	2015_02_25_09_48_48_893
@	-0.75050914	2.517413781310955	1.5374720935864101	@	2015_02_25_09_48_48_943
@	-0.74649835	2.512734883088033	1.5446453830319544	@	2015_02_25_09_48_48_976
@	-0.74418575	2.507077177590006	1.5530231364087976	@	2015_02_25_09_48_49_025
@	-0.73198664	2.4897893775531754	1.57922398442368	@	2015_02_25_09_48_49_059
@	-0.7281697	2.4844859015131346	1.585850882381755	@	2015_02_25_09_48_49_092
@	-0.72083604	2.475010763158469	1.59828646542078	@	2015_02_25_09_48_49_210
@	-0.70852	2.4645628212325272	1.623297081671041	@	2015_02_25_09_48_49_311
@	-0.7031426	2.463340069597995	1.637843449627089	@	2015_02_25_09_48_49_327
@	-0.7016584	2.4620942760755433	1.6415685173037144	@	2015_02_25_09_48_49_359
@	-0.7005684	2.461049415291606	1.643259079268332	@	2015_02_25_09_48_49_392
@	-0.6989118	2.459530327669478	1.6454066562110048	@	2015_02_25_09_48_49_427
@	-0.69830924	2.4587252235595045	1.6461610774348614	@	2015_02_25_09_48_49_459
@	-0.69818753	2.458372475982019	1.6462904341613136	@	2015_02_25_09_48_49_493
@	-0.69822276	2.458276884362099	1.646278083703793	@	2015_02_25_09_48_49_527
@	-0.69867676	2.4581531731614663	1.6462923377887542	@	2015_02_25_09_48_49_558
@	-0.69922966	2.4582146716902145	1.6461380112123725	@	2015_02_25_09_48_49_626
@	-0.7034209	2.4610605006336947	1.6460301788926135	@	2015_02_25_09_48_49_660
@	-0.70465165	2.462492596967632	1.6466519252809009	@	2015_02_25_09_48_49_693
@	-0.70577794	2.464059996092249	1.648101420361327	@	2015_02_25_09_48_49_727
@	-0.7078005	2.4654956249346283	1.6488350182655136	@	2015_02_25_09_48_49_760
@	-0.70849967	2.4657003158799653	1.64921150314834	@	2015_02_25_09_48_49_794
@	-0.7093232	2.463845383208513	1.6490601607799145	@	2015_02_25_09_48_49_827
@	-0.7102427	2.4602709885862617	1.6480461058719549	@	2015_02_25_09_48_49_860
